Store Nbr	Store Name	Store Type Descr	Open Sunday Flag	Street Address	City	State	Zip Code	MDSE Major Zone	MDSE Sub Zone	Square Footage	Subdiv	Region	District	Open Date	Expansion Size SQFT	Expansion Open Date	Dry Run Date	Regular Warehouse	Assembly Warehouse	Circular Warehouse	Distribution Warehouse	WPM Warehouse	Store Prototype Nbr	IDC	IDC Desc	Port	Port Desc
1	ROGERS, AR	BASE STR Supercenter	Y	2110 W WALNUT ST	ROGERS	AR	72756	50	55	201314	1B	42	323	07/02/1962	125883	05/08/1996	07/02/1962	6094	6094	6094	6094	6008	188	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
2	HARRISON AR	BASE STR Supercenter	Y	161 N. WALMART DRIVE	HARRISON	AR	72601	50	55	181701	1B	42	328	08/01/1964	89416	01/25/1995	08/01/1964	6094	6094	6094	6094	6008	167	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
3	COMMERCE GA	BASE STR Supercenter	Y	30983 HIGHWAY 441 S	COMMERCE	GA	30529	50	56	151980	1A	2	21	04/12/1988	55498	03/15/2000	04/12/1988	6054	6054	6054	6054	6014	144	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
4	SILOAM SPRINGS AR	BASE STR Supercenter	Y	2901 HIGHWAY 412 E	SILOAM SPRINGS	AR	72761	50	55	184435	1B	42	323	08/01/1965	83849	01/24/2001	08/01/1965	6094	6094	6094	6094	6008	173	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
5	CONWAY AR	BASE STR Supercenter	Y	1155 HWY 65 NORTH	CONWAY	AR	72032	50	55	180161	1B	42	324	05/01/1972	175220	09/29/1992	05/01/1972	6018	6018	6018	6018	6008	167	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
6										0	1X	98	998	08/01/1997	0	04/09/2010	08/01/1997	6020	6020	6020	6020	6022	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
7	NORTH LITTLE ROCK AR	BASE STR Supercenter	Y	9053 HIGHWAY 107	SHERWOOD	AR	72120	50	55	206528	1B	42	326	10/01/1967	69255	06/11/2008	10/01/1967	6018	6018	6018	6018	6008	195	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
8	MORRILTON AR	BASE STR Supercenter	Y	1621 NORTH BUSINESS 9	MORRILTON	AR	72110	50	55	123369	1B	42	325	10/01/1967	50261	11/25/1992	10/01/1967	6018	6018	6018	6018	6008	116	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
9	SIKESTON MO	BASE STR Supercenter	Y	1303 S MAIN ST	SIKESTON	MO	63801	60	65	205540	1N	40	335	03/01/1968	120162	03/29/2000	03/01/1968	6066	6066	6066	6066	6022	192	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
10	TAHLEQUAH OK	BASE STR Supercenter	Y	2020 S MUSKOGEE AVE	TAHLEQUAH	OK	74464	50	54	182721	1B	50	347	07/30/1968	90622	10/15/1997	07/30/1968	6094	6094	6094	6094	6008	167	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
11	MOUNTAIN HOME AR	BASE STR Supercenter	Y	65 WAL MART DR	MOUNTAIN HOME	AR	72653	50	55	220167	1B	42	328	03/01/1968	119537	02/20/2002	03/01/1968	6094	6094	6094	6094	6008	208	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
12	CLAREMORE OK	BASE STR Supercenter	Y	1500 S LYNN RIGGS BLVD	CLAREMORE	OK	74017	50	54	173675	1B	50	347	07/01/1968	88950	11/03/1992	07/01/1968	6094	6094	6094	6094	6008	167	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
13	CARTHAGE MO	BASE STR Supercenter	Y	2705 GRAND AVE	CARTHAGE	MO	64836	60	65	152425	1N	40	334	11/01/1968	57455	02/21/1996	11/01/1968	6094	6094	6094	6094	6008	139	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
14	LEBANON MO	BASE STR Supercenter	Y	1800 S JEFFERSON AVE	LEBANON	MO	65536	60	65	179958	1N	40	357	04/01/1969	89572	10/29/1997	04/01/1969	6069	6069	6069	6069	6008	167	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
15	WEST PLAINS MO	BASE STR Supercenter	Y	1310 PREACHER ROE BLVD	WEST PLAINS	MO	65775	60	65	201788	1N	40	335	05/06/1969	82863	03/15/1995	05/06/1969	6069	6069	6069	6069	6008	188	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
16	VAN BUREN AR	BASE STR Supercenter	Y	2214 FAYETTEVILLE RD	VAN BUREN	AR	72956	50	55	188222	1B	42	321	04/01/1969	68526	04/19/2000	04/01/1969	6094	6094	6094	6094	6008	172	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
17	NEOSHO MO	BASE STR Supercenter	Y	3200 LUSK DR	NEOSHO	MO	64850	60	65	180790	1N	40	334	05/01/1969	58302	05/19/1993	05/01/1969	6094	6094	6094	6094	6008	167	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
18	NEWPORT AR	BASE STR Supercenter	Y	1211 HIGHWAY 367 N	NEWPORT	AR	72112	50	55	123334	1B	42	330	11/01/1969	2	08/14/2013	11/01/1969	6018	6018	6018	6018	6008	66	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
19	POPLAR BLUFF MO	BASE STR Supercenter	Y	333 S WESTWOOD BLVD	POPLAR BLUFF	MO	63901	60	65	212503	1N	40	335	04/03/1990	212503	04/01/1980	04/03/1990	6018	6018	6018	6018	6008	130	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
20	CLINTON MO	BASE STR Supercenter	Y	1712 E OHIO ST	CLINTON	MO	64735	70	75	151980	1N	40	363	10/01/1970	58481	01/27/1999	10/01/1970	6069	6069	6069	6069	6008	142	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
21	ST ROBERT MO /WAYNESVILLE	BASE STR Supercenter	Y	185 SAINT ROBERT BLVD	SAINT ROBERT	MO	65584	60	65	184435	1N	40	337	03/01/1970	93589	08/22/2001	03/01/1970	6069	6069	6069	6069	6008	173	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
22	PRYOR OK	BASE STR Supercenter	Y	4901 S MILL ST	PRYOR	OK	74361	50	54	183993	1B	50	347	10/01/1970	88899	05/18/2005	10/01/1970	6094	6094	6094	6094	6008	173	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
23	RUSTON LA	BASE STR Supercenter	Y	1201 N SERVICE RD E	RUSTON	LA	71270	40	45	199026	1A	13	135	11/01/1970	88247	06/22/1994	11/01/1970	6018	6018	6018	6018	6008	188	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
24	JACKSONVILLE AR	BASE STR Supercenter	Y	2000 JOHN HARDEN DR	JACKSONVILLE	AR	72076	50	55	219750	1B	42	326	04/01/1971	125564	01/26/2000	04/01/1971	6018	6018	6018	6018	6008	208	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
25	MEXICO MO	BASE STR Supercenter	Y	4820 S CLARK ST	MEXICO	MO	65265	70	75	183917	1N	43	339	02/01/1971	68930	05/18/2005	02/01/1971	6009	6009	6009	6009	6022	173	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
26	LEAVENWORTH KS	BASE STR Supercenter	Y	5000 10TH AVE	LEAVENWORTH	KS	66048	70	75	184129	1N	40	362	11/01/1970	122115	07/15/2009	11/01/1970	6035	6035	6035	6035	6008	176	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
27	SALEM MO	BASE STR Supercenter	Y	1101 W HIGHWAY 32	SALEM	MO	65560	60	65	109630	1N	40	337	02/01/1971	53100	03/17/1999	02/01/1971	6069	6069	6069	6069	6008	109	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
28	MIAMI OK	BASE STR Supercenter	Y	2415 N MAIN ST	MIAMI	OK	74354	50	54	191276	1B	50	347	05/01/1971	85513	02/28/2001	05/01/1971	6094	6094	6094	6094	6008	172	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
29	JEFFERSON CITY MO	BASE STR Supercenter	Y	724 STADIUM WEST BLV	JEFFERSON CITY	MO	65109	60	65	215308	1N	40	337	08/24/1971	79400	06/27/1990	08/24/1971	6069	6069	6069	6069	6008	130	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
30	DEXTER MO	BASE STR Supercenter	Y	2025 W BUSINESS US HIGHWAY 60	DEXTER	MO	63841	60	65	158129	1N	40	335	11/01/1971	56396	05/18/2005	11/01/1971	6018	6018	6018	6018	6008	145	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
31	POTEAU OK	BASE STR Supercenter	Y	3108 N BROADWAY ST	POTEAU	OK	74953	50	54	179648	1B	44	351	06/01/1971	67800	10/25/1995	06/01/1971	6094	6094	6094	6094	6008	167	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
32	BRANSON MO	BASE STR Wal-Mart	Y	2050 WEST HWY 76	BRANSON	MO	65616	60	65	114188	1N	40	333	06/01/1971	89131	11/05/1991	06/01/1971	6069	6069	6069	6069	6008	110	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
33	NASHVILLE AR	BASE STR Supercenter	Y	1710 S 4TH ST	NASHVILLE	AR	71852	50	55	111075	1B	42	331	06/01/1971	54962	09/17/2003	06/01/1971	6018	6018	6018	6018	6008	107	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
34	NEVADA MO	BASE STR Supercenter	Y	2250 LINCOLN AVE	NEVADA	MO	64772	60	65	155078	1N	40	334	11/01/1971	72448	05/21/2003	11/01/1971	6069	6069	6069	6069	6008	145	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
35	MANHATTAN KS	BASE STR Supercenter	Y	101 BLUEMONT AVE	MANHATTAN	KS	66502	70	74	216557	1B	50	407	10/01/1971	115740	03/17/2004	10/01/1971	6035	6035	6035	6035	6008	192	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
36	PARAGOULD AR	BASE STR Supercenter	Y	2802 W KINGSHIGHWAY	PARAGOULD	AR	72450	50	55	181183	1B	42	329	11/01/1971	90281	05/22/1996	11/01/1971	6018	6018	6018	6018	6008	167	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
37	FARMINGTON MO	BASE STR Supercenter	Y	707 WALTON DR	FARMINGTON	MO	63640	60	65	186299	1N	40	336	09/01/1971	56000	03/02/1989	09/01/1971	6069	6069	6069	6069	6008	130	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
38	IDABEL OK	BASE STR Supercenter	Y	1907 SE WASHINGTON ST	IDABEL	OK	74745	50	54	115117	1B	44	350	12/09/1971	66157	03/17/2004	12/09/1971	6018	6018	6018	6018	6008	107	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
39	FORT SCOTT KS	BASE STR Supercenter	Y	2500 S MAIN ST	FORT SCOTT	KS	66701	60	64	159492	1B	50	410	03/01/1972	77299	04/18/2007	03/01/1972	6035	6035	6035	6035	6008	145	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
40	MOBERLY MO	BASE STR Supercenter	Y	1301 E HIGHWAY 24	MOBERLY	MO	65270	70	75	177538	1N	40	359	11/01/1971	80595	07/19/1995	11/01/1971	6009	6009	6009	6009	6022	167	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
41	BARTLESVILLE OK	BASE STR Supercenter	Y	4000 SE GREEN COUNTRY RD	BARTLESVILLE	OK	74006	50	54	199018	1B	50	345	05/01/1972	88340	03/16/1994	05/01/1972	6094	6094	6094	6094	6008	188	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
42	COFFEYVILLE KS	BASE STR Supercenter	Y	1863 CR 5300	COFFEYVILLE	KS	67337	60	64	149161	1B	50	410	02/01/1973	98785	03/17/2010	02/01/1973	6094	6094	6094	6094	6008	143	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
43	JUNCTION CITY KS	BASE STR Supercenter	Y	521 E CHESTNUT ST	JUNCTION CITY	KS	66441	70	74	165985	1B	50	407	05/01/1972	96879	03/29/2000	05/01/1972	6035	6035	6035	6035	6008	142	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
44	ELDON MO	BASE STR Wal-Mart	Y	1802 S BUSINESS 54	ELDON	MO	65026	60	65	47558	1N	40	337	02/01/1972	45276	04/01/1974	02/01/1972	6069	6069	6069	6069	6008	41	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
45	JONESBORO AR	BASE STR Supercenter	Y	1815 E HIGHLAND DR	JONESBORO	AR	72401	50	55	177118	1B	42	329	08/01/1972	167291	03/03/1992	08/01/1972	6018	6018	6018	6018	6008	162	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
46	BOLIVAR MO	BASE STR Supercenter	Y	2451 S SPRINGFIELD AVE	BOLIVAR	MO	65613	60	65	191741	1N	40	357	08/01/1972	68907	08/19/1998	08/01/1972	6069	6069	6069	6069	6008	167	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
47	SALLISAW OK	BASE STR Supercenter	Y	1101 W RUTH AVE	SALLISAW	OK	74955	50	54	155850	1B	44	351	07/01/1972	67829	03/14/2001	07/01/1972	6094	6094	6094	6094	6008	145	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
48	MONETT MO	BASE STR Supercenter	Y	885 E US HIGHWAY 60	MONETT	MO	65708	60	65	149704	1N	40	334	11/01/1972	47760	05/20/1998	11/01/1972	6069	6069	6069	6069	6008	139	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
49	HUGO OK	BASE STR Supercenter	Y	1911 E JACKSON ST	HUGO	OK	74743	50	54	107356	1B	44	350	10/01/1972	55768	02/28/2001	10/01/1972	6068	6068	6068	6068	6008	107	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
50	VINITA OK	BASE STR Supercenter	Y	268 S 7TH ST	VINITA	OK	74301	50	54	108748	1B	50	347	09/01/1973	53055	01/22/2003	09/01/1973	6094	6094	6094	6094	6008	107	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
51	FULTON MO	BASE STR Supercenter	Y	1701 N BLUFF ST	FULTON	MO	65251	70	75	109630	1N	43	339	05/01/1973	43015	04/15/1998	05/01/1973	6069	6069	6069	6069	6008	109	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
52	HOT SPRINGS AR	BASE STR Supercenter	Y	1601 ALBERT PIKE RD	HOT SPRINGS	AR	71913	50	55	200908	1B	42	325	07/01/1972	119963	08/30/2000	07/01/1972	6018	6018	6018	6018	6008	192	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
54	SPRINGDALE AR	BASE STR Supercenter	Y	2004 S PLEASANT ST	SPRINGDALE	AR	72764	50	55	184412	1B	42	322	06/01/1972	168500	07/30/1992	06/01/1972	6094	6094	6094	6094	6008	167	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
55	BOONEVILLE AR	BASE STR Supercenter	Y	1400 EAST MAIN ST	BOONEVILLE	AR	72927	50	55	102576	1B	42	321	10/01/1972	34875	03/11/2015	10/01/1972	6094	6094	6094	6094	6008	90	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
56	AVA MO	BASE STR Supercenter	Y	1309 NW 12TH AVE	AVA	MO	65608	60	65	107356	1N	40	357	08/01/1973	37746	03/17/2004	08/01/1973	6069	6069	6069	6069	6008	107	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
57	WALNUT RIDGE AR	BASE STR Wal-Mart	Y	1600 W MAIN ST	WALNUT RIDGE	AR	72476	50	55	62928	1B	42	329	10/01/1972	49896	09/30/1992	10/01/1972	6018	6018	6018	6018	6008	60	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
58	RUSSELLVILLE AR	BASE STR Supercenter	Y	2409 E MAIN ST	RUSSELLVILLE	AR	72802	50	55	203091	1B	42	325	05/01/1973	120162	10/26/2005	05/01/1973	6018	6018	6018	6018	6008	195	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
59	JOPLIN MO	BASE STR Supercenter	Y	1501 S RANGE LINE RD	JOPLIN	MO	64804	60	65	184312	1N	40	334	05/01/1972	184312	03/22/1996	05/01/1972	6094	6094	6094	6094	6008	188	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
60	TROY MO	BASE STR Supercenter	Y	101 HIGHWAY 47 E	TROY	MO	63379	70	75	147678	1N	43	339	03/01/1975	50968	01/25/1995	03/01/1975	6009	6009	6009	6009	6022	136	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
61	WARRENSBURG MO	BASE STR Supercenter	Y	301 E COOPER ST	WARRENSBURG	MO	64093	70	75	202597	1N	40	361	11/01/1972	84480	09/15/1993	11/01/1972	6069	6069	6069	6069	6008	188	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
62	BLYTHEVILLE AR	BASE STR Supercenter	Y	3700 E HIGHWAY 18	BLYTHEVILLE	AR	72315	50	55	183211	1B	42	329	11/01/1972	94553	04/21/1999	11/01/1972	6018	6018	6018	6018	6008	172	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
63	WAGONER OK	BASE STR Supercenter	Y	410 S DEWEY AVE	WAGONER	OK	74467	50	54	98283	1B	50	347	09/01/1973	32000	11/17/1988	09/01/1973	6094	6094	6094	6094	6008	86	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
64	BROWNSVILLE TN	BASE STR Supercenter	Y	1100 S DUPREE AVE	BROWNSVILLE	TN	38012	50	55	155017	1F	12	146	02/01/1973	54962	05/17/2006	02/01/1973	6018	6018	6018	6018	6008	145	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
65	SULLIVAN MO	BASE STR Supercenter	Y	350 PARK RIDGE RD	SULLIVAN	MO	63080	60	65	146398	1N	40	336	07/03/1973	57165	08/01/1984	07/03/1973	6069	6069	6069	6069	6008	136	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
66	CLARKSVILLE AR	BASE STR Supercenter	Y	230 MARKET ST.	CLARKSVILLE	AR	72830	50	55	155083	1B	42	325	08/01/1973	54962	07/17/2002	08/01/1973	6018	6018	6018	6018	6008	145	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
67	MENA AR	BASE STR Supercenter	Y	600 HIGHWAY 71 N	MENA	AR	71953	50	55	146397	1B	42	321	07/01/1973	48880	05/24/1995	07/01/1973	6094	6094	6094	6094	6008	136	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
68	WYNNE AR	BASE STR Supercenter	Y	800 HIGHWAY 64 E	WYNNE	AR	72396	50	55	111075	1B	42	330	08/01/1973	61269	08/20/2003	08/01/1973	6018	6018	6018	6018	6008	107	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
69	FESTUS MO	BASE STR Supercenter	Y	650 S TRUMAN BLVD	FESTUS	MO	63028	60	65	199026	1N	40	336	12/01/1973	87826	06/19/1993	12/01/1973	6069	6069	6069	6069	6008	188	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
70	WEST MEMPHIS AR	BASE STR Supercenter	Y	798 W SERVICE RD	WEST MEMPHIS	AR	72301	50	55	199026	1B	42	330	07/01/1974	90513	01/25/1995	07/01/1974	6018	6018	6018	6018	6008	188	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
71	POCAHONTAS AR	BASE STR Supercenter	Y	1415 HIGHWAY 67 S	POCAHONTAS	AR	72455	50	55	128435	1B	42	329	11/01/1973	52345	08/03/1993	11/01/1973	6018	6018	6018	6018	6008	116	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
72	PITTSBURG KS	BASE STR Supercenter	Y	2710 N BROADWAY ST	PITTSBURG	KS	66762	60	64	175499	1B	50	410	01/01/1974	75400	10/30/1992	01/01/1974	6094	6094	6094	6094	6008	167	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
73	SAPULPA OK	BASE STR Supercenter	Y	1002 W TAFT ST	SAPULPA	OK	74066	50	54	187315	1B	50	356	10/01/1974	98638	03/24/1999	10/01/1974	6094	6094	6094	6094	6008	192	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
74	OSCEOLA AR	BASE STR Supercenter	Y	2720 W KEISER AVE	OSCEOLA	AR	72370	50	55	90210	1B	42	329	11/01/1973	44600	10/26/2012	11/01/1973	6018	6018	6018	6018	6008	42	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
75	PINEVILLE LA	BASE STR Supercenter	Y	3636 MONROE HWY	PINEVILLE	LA	71360	40	45	205187	1A	13	134	11/13/1984	88158	09/16/1998	11/13/1984	6048	6048	6048	6048	6005	189	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
76	BERRYVILLE AR	BASE STR Supercenter	Y	1000 W TRIMBLE AVE	BERRYVILLE	AR	72616	50	55	146398	1B	42	322	11/01/1973	47830	03/02/1993	11/01/1973	6094	6094	6094	6094	6008	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
77	TAYLOR TX	BASE STR Supercenter	Y	3701 N MAIN ST	TAYLOR	TX	76574	40	44	155078	1B	7	83	10/30/1979	65425	07/13/2004	10/30/1979	6016	6016	6016	6016	6005	145	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
78	MARSHFIELD MO	BASE STR Supercenter	Y	14740 STATE HWY #38	MARSHFIELD	MO	65706	60	65	158107	1N	40	357	09/01/1973	53590	07/19/2006	09/01/1973	6069	6069	6069	6069	6008	145	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
79	WEST JOPLIN MO	BASE STR Supercenter	Y	2623 W 7TH ST	JOPLIN	MO	64801	60	65	185924	1N	40	334	04/01/1974	101527	05/19/1999	04/01/1974	6094	6094	6094	6094	6008	172	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
80	COLUMBIA MO	BASE STR Supercenter	Y	3001 W BROADWAY	COLUMBIA	MO	65203	70	75	166746	1N	40	359	06/01/1973	80155	10/18/2006	06/01/1973	6069	6069	6069	6069	6008	176	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
81	STILWELL OK	BASE STR Supercenter	Y	RR 6 BOX 1895	STILWELL	OK	74960	50	54	100064	1B	50	347	06/01/1973	31925	10/26/2005	06/01/1973	6094	6094	6094	6094	6008	98	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
82	PERRYVILLE MO	BASE STR Supercenter	Y	1750 S PERRYVILLE BLVD	PERRYVILLE	MO	63775	60	65	109630	1N	40	336	04/01/1974	49140	08/19/1998	04/01/1974	6069	6069	6069	6069	6008	109	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
83	MAGNOLIA AR	BASE STR Supercenter	Y	60 HIGHWAY 79 N	MAGNOLIA	AR	71753	40	45	155078	1B	42	327	08/01/1974	68907	08/20/2003	08/01/1974	6018	6018	6018	6018	6008	145	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
85	BENTON AR	BASE STR Supercenter	Y	17309 INTERSTATE 30 S	BENTON	AR	72015	50	55	202307	1B	42	331	04/01/1974	91210	01/25/1995	04/01/1974	6018	6018	6018	6018	6008	188	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
86	SPRINGFIELD MO	BASE STR Supercenter	Y	2825 N KANSAS EXPY	SPRINGFIELD	MO	65803	60	65	181193	1N	40	357	12/01/1973	68000	06/30/1993	12/01/1973	6069	6069	6069	6069	6008	167	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
87	MINDEN LA	BASE STR Supercenter	Y	1379 HOMER RD	MINDEN	LA	71055	40	45	186291	1A	13	127	07/01/1974	73482	04/21/1999	07/01/1974	6018	6018	6018	6018	6008	172	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
88	MOUNTAIN GROVE MO	BASE STR Supercenter	Y	2100 N MAIN AVE	MOUNTAIN GROVE	MO	65711	60	65	132772	1N	40	357	02/01/1974	33680	04/01/1993	02/01/1974	6069	6069	6069	6069	6008	116	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
89	CAMDENTON MO	BASE STR Supercenter	Y	94 CECIL ST	CAMDENTON	MO	65020	60	65	183917	1N	40	337	02/01/1974	68907	04/13/2005	02/01/1974	6069	6069	6069	6069	6008	173	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
90	GROVE OK	BASE STR Supercenter	Y	2115 S MAIN ST	GROVE	OK	74344	50	54	146397	1B	50	347	04/01/1974	60600	07/19/1995	04/01/1974	6094	6094	6094	6094	6008	136	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
91	FORREST CITY AR	BASE STR Supercenter	Y	205 DEADRICK RD	FORREST CITY	AR	72335	50	55	146397	1B	42	330	09/01/1974	58400	08/19/1994	09/01/1974	6018	6018	6018	6018	6008	136	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
92	AURORA MO	BASE STR Supercenter	Y	3020 S ELLIOTT AVE	AURORA	MO	65605	60	65	152339	1N	40	333	04/01/1974	59856	09/19/2007	04/01/1974	6069	6069	6069	6069	6008	145	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
93	COVINGTON TN	BASE STR Supercenter	Y	201 LANNY BRIDGES AVE	COVINGTON	TN	38019	50	55	203819	1F	12	145	10/01/1974	71438	10/18/2006	10/01/1974	6018	6018	6018	6018	6008	195	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
94	MILLINGTON TN	BASE STR Supercenter	Y	8445 US HIGHWAY 51 N	MILLINGTON	TN	38053	50	55	200084	1F	12	145	07/01/1974	85899	04/23/1997	07/01/1974	6018	6018	6018	6018	6008	188	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
95	DESLOGE MO	BASE STR Supercenter	Y	407 NO. STATE ST	DESLOGE	MO	63601	60	65	187935	1N	40	336	10/01/1974	67493	05/21/2003	10/01/1974	6069	6069	6069	6069	6008	173	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
96	HARRISONVILLE MO	BASE STR Supercenter	Y	1700 N STATE ROUTE 291	HARRISONVILLE	MO	64701	70	75	203737	1N	40	363	10/01/1974	71020	08/19/1994	10/01/1974	6035	6035	6035	6035	6008	188	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
97	RIPLEY TN	BASE STR Supercenter	Y	628 HIGHWAY 51 N	RIPLEY	TN	38063	50	55	118074	1F	12	146	11/01/1974	32680	08/19/1994	11/01/1974	6018	6018	6018	6018	6008	116	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
98	BASTROP LA	BASE STR Supercenter	Y	6091 MER ROUGE RD	BASTROP	LA	71220	40	45	184398	1A	13	135	02/01/1975	90921	11/08/2006	02/01/1975	6011	6011	6011	6011	6008	176	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
99	UNION MO	BASE STR Supercenter	Y	1445 E CENTRAL CT	UNION	MO	63084	70	75	109530	1N	43	339	02/01/1976	44400	10/25/1995	02/01/1976	6069	6069	6069	6069	6008	109	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
100	BENTONVILLE, AR	BASE STR Supercenter	Y	406 S WALTON BLVD	BENTONVILLE	AR	72712	50	55	179425	1B	42	323	10/01/1974	69076	06/02/1992	10/01/1974	6094	6094	6094	6094	6008	167	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
101	ROLLA MO	BASE STR Supercenter	Y	500 S BISHOP AVE	ROLLA	MO	65401	60	65	167239	1N	40	337	02/01/1976	85000	03/03/1992	02/01/1976	6069	6069	6069	6069	6008	162	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
102	STUTTGART AR	BASE STR Supercenter	Y	406 E 22ND ST	STUTTGART	AR	72160	50	55	109530	1B	42	330	09/01/1974	46400	10/25/1995	09/01/1974	6018	6018	6018	6018	6008	109	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
103	SHAWNEE OK	BASE STR Supercenter	Y	196 SHAWNEE MALL DR	SHAWNEE	OK	74804	50	54	206457	1B	44	351	08/01/1975	90921	08/25/2004	08/01/1975	6094	6094	6094	6094	6008	192	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
