Store Nbr	Store Name	Store Type Descr	Open Sunday Flag	Street Address	City	State	Zip Code	MDSE Major Zone	MDSE Sub Zone	Square Footage	Subdiv	Region	District	Open Date	Expansion Size SQFT	Expansion Open Date	Dry Run Date	Regular Warehouse	Assembly Warehouse	Circular Warehouse	Distribution Warehouse	WPM Warehouse	Store Prototype Nbr	IDC	IDC Desc	Port	Port Desc
5857	WESTERVILLE, OH	BASE STR Supercenter	Y	50 E SCHROCK RD	WESTERVILLE	OH	43081	70	75	106238	1E	21	219	08/14/2013	0		08/14/2013	6024	6024	6024	6024	6022	0	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
5858	TUCSON (SE), AZ	BASE STR Supercenter	Y	9260 S. HOUGHTON RD	TUCSON	AZ	85747	30	33	95639	1M	46	367	03/12/2014	0		03/12/2014	6031	6031	6031	6031	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5859	WASCO, CA	BASE STR Supercenter	Y	401 N. CENTRAL AVENUE	WASCO	CA	93280	30	32	157754	1M	57	447	01/13/2016	0		01/13/2016	6021	6021	6021	6021	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5863	MIDWEST CITY, OK	BASE STR Nghbrhd Mkt	Y	7520 E RENO AVE	MIDWEST CITY	OK	73110	50	54	34892	1O	65	533	09/21/2011	0		09/21/2011	6094	6094	6094	6094	6008	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
5864	GARDNERVILLE, NV	BASE STR Supercenter	Y	1511 GRANT ST	GARDNERVILLE	NV	89410	60	62	147785	1M	54	392	01/23/2013	0		01/23/2013	6026	6026	6026	6026	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5866	FRISCO, TX	BASE STR Supercenter	Y	8555 PRESTON RD	FRISCO	TX	75034	40	44	180089	1B	5	56	05/18/2011	0		05/18/2011	6068	6068	6068	6068	6008	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
5867	BAYONNE, NJ	BASE STR Supercenter	Y	500 BAYONNE CROSSING WAY	BAYONNE	NJ	07002	70	76	90976	1E	17	176	10/12/2011	0		10/12/2011	6080	6080	6080	6080	6041	0	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
5868										1	1W	68	715	06/01/2009	0		06/01/2009	6070	6070	6070	6070	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5869	MOSCOW, ID	BASE STR Supercenter	Y	2470 WEST PULLMAN ROAD 2	MOSCOW	ID	83843	60	62	118064	1M	60	475	01/25/2012	0		01/25/2012	6037	6037	6037	6037	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5871	ORLANDO (OAK RIDGE), FL	BASE STR Supercenter	Y	5734 S. ORANGE BLOSSOM TRL	ORLANDO	FL	32839	30	36	90525	1A	9	91	06/12/2013	0		06/12/2013	6020	6020	6020	6020	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5872	DESTIN (E), FL	BASE STR Supercenter	Y	6712 US HIGHWAY 98 W	SANTA ROSA BEACH	FL	32459	30	35	77970	1A	1	14	06/15/2011	0		06/15/2011	6010	6010	6010	6010	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5874	TORRANCE, CA	BASE STR Wal-Mart	Y	22015 HAWTHORNE BLVD	TORRANCE	CA	90503	30	32	75453	1M	57	465	09/12/2012	0		09/12/2012	6021	6021	6021	6021	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5875	ORLANDO, FL	BASE STR Nghbrhd Mkt	Y	12550 S ORANGE BLOSSOM TRL	ORLANDO	FL	32837	30	36	31010	1O	72	96	10/26/2011	0		10/26/2011	6020	6020	6020	6020	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5876	DUNEDIN, FL	BASE STR Nghbrhd Mkt	Y	2102 MAIN ST	DUNEDIN	FL	34698	30	36	34838	1O	72	548	10/26/2011	0		10/26/2011	6020	6020	6020	6020	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5877										0	1W	69	736	08/01/2009	0		08/01/2009	6017	6017	6017	6017	6022	0	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
5877										0	1W	86	736	08/01/2009	0		08/01/2009	6017	6017	6017	6017	6022	0	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
5879	HUNTERSVILLE, NC	BASE STR Supercenter	Y	11145 BRYTON TOWN CENTER DR	HUNTERSVILLE	NC	28078	50	56	148409	1F	28	306	07/24/2013	0		07/24/2013	6070	6070	6070	6070	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5880	FAIRFAX, VA	BASE STR Supercenter	Y	11181 LEE HWY	FAIRFAX	VA	22030	50	56	90896	1E	75	292	10/12/2011	0		10/12/2011	7045	7045	7045	7045	6041	0	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
5881	SPRINGFIELD, PA	BASE STR Supercenter	Y	400 S STATE RD	SPRINGFIELD	PA	19064	60	66	112133	1E	22	166	10/12/2011	0		10/12/2011	7034	7034	7034	7034	6041	0	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
5882	PALM SPRINGS, FL	BASE STR Supercenter	Y	2765 10TH AVE N	PALM SPRINGS	FL	33461	20	26	117805	1A	11	107	01/25/2012	0		01/25/2012	7038	7038	7038	7038	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5883	SPOKANE VALLEY, WA	BASE STR Supercenter	Y	5025 E SPRAGUE AVE	SPOKANE VALLEY	WA	99212	70	72	151976	1M	60	474	10/17/2012	0		10/17/2012	6037	6037	6037	6037	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5884	SAN JOSE, CA	BASE STR Supercenter	Y	5095 ALMADEN EXPY	SAN JOSE	CA	95118	40	42	92504	1M	56	451	04/11/2012	0		04/11/2012	6021	6021	6021	6021	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5886	ENCINITAS, CA	BASE STR Supercenter	Y	1550 LEUCADIA BLVD	ENCINITAS	CA	92024	30	32	96095	1M	58	459	06/13/2012	0		06/13/2012	7033	7033	7033	7033	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5888	CAMP HILL, PA	BASE STR Supercenter	Y	3400 HARTZDALE DRIVE	CAMP HILL	PA	17011	70	76	89438	1E	22	234	08/06/2014	0		08/06/2014	6027	6027	6027	6027	6041	0	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
5889	DALLAS (WEBB CHAPEL), TX	BASE STR Supercenter	Y	9410 WEBB CHAPEL RD	DALLAS	TX	75220	40	44	88140	1B	5	53	01/23/2013	0		01/23/2013	6068	6068	6068	6068	6008	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
5890	ATWATER, CA	BASE STR Supercenter	Y	800 COMMERCE AVE	ATWATER	CA	95301	40	42	121938	1M	56	450	03/16/2011	0		03/16/2011	6021	6021	6021	6021	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5891	PHILADELPHIA, PA	BASE STR Supercenter	Y	2200 WHEATSHEAF LN	PHILADELPHIA	PA	19137	60	66	92185	1E	22	166	04/11/2012	0		04/11/2012	7034	7034	7034	7034	6041	0	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
5893	NOVI, MI	BASE STR Supercenter	Y	26090 INGERSOL DR	NOVI	MI	48375	80	85	152888	1N	19	198	08/15/2012	0		08/15/2012	6043	6043	6043	6043	6022	0	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
5894	ORLANDO (ALOMA)	BASE STR Supercenter	Y	5511 DEEP LAKE RD	OVIEDO	FL	32765	30	36	99084	1A	9	91	03/14/2012	0		03/14/2012	6020	6020	6020	6020	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5898	CORPUS CHRISTI, TX	BASE STR Supercenter	Y	6101 SARATOGA RD	CORPUS CHRISTI	TX	78412	30	34	155826	1B	8	78	10/26/2011	0		10/26/2011	6016	6016	6016	6016	6005	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
5899	PORTLAND (NW), OR	BASE STR Supercenter	Y	1123 HAYDEN MEADOWS DRIVE	PORTLAND	OR	97217	50	52	85900	1M	60	476	11/13/2013	0		11/13/2013	6037	6037	6037	6037	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5903	PHENIX CITY AL	BASE STR Nghbrhd Mkt	Y	3864 US HIGHWAY 80 W	PHENIX CITY	AL	36870	40	46	41117	1O	72	544	01/20/2016	0		01/20/2016	6054	6054	6054	6054	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5907	COLUMBUS BUENA VISTA GA	BASE STR Nghbrhd Mkt	Y	4909 BUENA VISTA RD	COLUMBUS	GA	31907	40	46	41117	1O	72	544	04/13/2016	1		04/13/2016	6054	6054	6054	6054	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5908	SEVIERVILLE DOLLY PARTON	BASE STR Nghbrhd Mkt	Y	1185 DOLLY PARTON PKWY	SEVIERVILLE	TN	37862	60	65	41117	1O	59	498	03/02/2016	0		03/02/2016	6039	6039	6039	6039	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5911	BOYNTON BEACH, FL	BASE STR Supercenter	Y	3625 S FEDERAL HWY	BOYNTON BEACH	FL	33435	20	26	93562	1A	11	107	10/26/2011	0		10/26/2011	7038	7038	7038	7038	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5912	GOULDS FL	BASE STR Supercenter	Y	21151 S DIXIE HWY	MIAMI	FL	33189	20	26	99756	1A	11	110	10/02/2013	0		10/02/2013	7038	7038	7038	7038	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5915	THORNTON WALMART PICKUP W	BASE STR Nghbrhd Mkt	Y	1650 E. 104TH AVENUE	THORNTON	CO	80233	70	73	3695	1O	65	490	11/30/2016	0		11/30/2016	6019	6019	6019	6019	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5922	VIRGINIA BEACH NE VA	BASE STR Supercenter	Y	546 FIRST COLONIAL ROAD	VIRGINIA BEACH	VA	23451	50	56	150291	1F	27	289	06/07/2017	0		06/07/2017	6023	6023	6023	6023	6041	0	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
5923	MYRTLE BEACH FARROW PKWY	BASE STR Nghbrhd Mkt	Y	3650 WALTON DRIVE	MYRTLE BEACH	SC	29577	40	46	45778	1O	59	496	05/25/2016	0		05/25/2016	6040	6040	6040	6040	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5925	HUNTSVILLE BOB WALLACE AL	BASE STR Nghbrhd Mkt	Y	2305 JORDAN LN SW	HUNTSVILLE	AL	35805	50	55	41117	1O	59	566	10/05/2016	0		09/21/2016	6006	6006	6006	6006	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5926										1003738	1W	68	715	05/13/2008	0		05/13/2008	6054	6054	6054	6054	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5927	FLORISSANT, MO	BASE STR Supercenter	Y	3390 N HIGHWAY 67	FLORISSANT	MO	63033	70	75	169426	1N	43	341	08/26/2015	0		08/26/2015	6069	6069	6069	6069	6008	0	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
5929	BATTLE GROUND, WA	BASE STR Supercenter	Y	1201 SW 13TH AVENUE	BATTLE GROUND	WA	98604	50	52	155968	1M	60	476	05/21/2014	0		05/21/2014	6037	6037	6037	6037	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5930	ANAHEIM, CA	BASE STR Supercenter	Y	88 E ORANGETHORPE AVE	ANAHEIM	CA	92801	30	32	101667	1M	57	464	08/31/2011	0		08/31/2011	7033	7033	7033	7033	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5931	DALLAS, TX	BASE STR Supercenter	Y	13739 N CENTRAL EXPY	DALLAS	TX	75243	40	44	136056	1B	5	583	01/25/2012	0		01/25/2012	6036	6036	6036	6036	6005	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
5932	PEMBROKE PINES, FL	BASE STR Supercenter	Y	12800 PINES BLVD	PEMBROKE PINES	FL	33027	20	26	134437	1A	11	109	01/25/2012	0		01/25/2012	7038	7038	7038	7038	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5935	TIGARD, OR	BASE STR Supercenter	Y	7600 SW DARTMOUTH ST.	TIGARD	OR	97223	50	52	136198	1M	60	477	08/13/2014	0		08/13/2014	6037	6037	6037	6037	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5936	TYSONS CORNER VA	BASE STR Supercenter	Y	1500 B CORNERSIDE BLVD	VIENNA	VA	22182	50	56	79424	1E	75	292	08/14/2013	0		08/14/2013	7045	7045	7045	7045	6041	0	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
5938	SAN DIEGO CA	BASE STR Wal-Mart	Y	575 SATURN BLVD	SAN DIEGO	CA	92154	30	32	75299	1M	58	458	10/26/2012	0		10/26/2012	7033	7033	7033	7033	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5939	BELLEVUE WA	BASE STR Wal-Mart	Y	12620 SE 41ST PL	BELLEVUE	WA	98006	50	52	76009	1M	60	514	10/17/2012	0		10/17/2012	6037	6037	6037	6037	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5941	WASHINGTON DC	BASE STR Supercenter	Y	99 H STREET NW	WASHINGTON	DC	20001	50	56	73215	1E	75	283	12/04/2013	0		12/04/2013	6023	6023	6023	6023	6041	0	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
5942											1X	99	999										0				
5945	HIALEAH FL	BASE STR Nghbrhd Mkt	Y	400 W 49TH ST	HIALEAH	FL	33012	20	26	31915	1O	72	103	03/14/2012	0		03/14/2012	7038	7038	7038	7038	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5947	EL PASO TX	BASE STR Supercenter	Y	5631 DYER ST	EL PASO	TX	79904	40	43	148239	1B	7	505	05/11/2012	0		05/11/2012	6012	6012	6012	6012	6008	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
5954	WEST COVINA CA	BASE STR Supercenter	Y	2753 E. EASTLAND CENTER DR, ST	WEST COVINA	CA	91791	30	32	121378	1M	57	484	11/14/2012	0		11/14/2012	7033	7033	7033	7033	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5956	VISALIA CA	BASE STR Supercenter	Y	3750 S MOONEY BLVD	VISALIA	CA	93277	30	32	116399	1M	57	581	05/16/2012	0		05/16/2012	6021	6021	6021	6021	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5957	LAKESIDE CO	BASE STR Supercenter	Y	5957 W. 44TH AVE	LAKESIDE	CO	80212	70	73	155272	1M	47	585	01/23/2013	0		01/23/2013	6019	6019	6019	6019	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5959	HOUSTON TX	BASE STR Supercenter	Y	111 YALE ST	HOUSTON	TX	77007	30	34	152085	1B	6	63	10/26/2012	0		10/26/2012	7036	7036	7036	7036	6005	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
5960	SOCORRO TX (EL PASO)	BASE STR Nghbrhd Mkt	Y	10301 ALAMEDA AVE	SOCORRO	TX	79927	40	43	36360	1O	64	526	04/25/2012	0		04/25/2012	6012	6012	6012	6012	6008	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
5962	EL PASO HONDO TX	BASE STR Nghbrhd Mkt	Y	4716 HONDO PASS DR	EL PASO	TX	79904	40	43	41183	1O	64	526	05/25/2012	0		05/25/2012	6012	6012	6012	6012	6008	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
5963	FLOWER MOUND TX	BASE STR Nghbrhd Mkt	Y	2800 FLOWER MOUND RD	FLOWER MOUND	TX	75022	40	44	55510	1O	64	561	01/18/2012	0		01/18/2012	6068	6068	6068	6068	6008	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
5964	TAMPA 22ND AND HILL FL	BASE STR Supercenter	Y	1720 E HILLSBOROUGH AVE	TAMPA	FL	33610	30	36	119525	1A	9	113	05/20/2015	0		05/20/2015	6020	6020	6020	6020	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5965	CHICAGO PULLMAN IL	BASE STR Supercenter	Y	10900 S. DOTY AVENUE	CHICAGO	IL	60628	80	85	155765	1N	25	266	09/11/2013	0		09/11/2013	6092	6092	6092	6092	6022	0	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
5968	WASHINGTON DC	BASE STR Supercenter	Y	5929 GEORGIA AVE NW	WASHINGTON	DC	20011	50	56	105455	1E	75	283	12/04/2013	0		12/04/2013	6023	6023	6023	6023	6041	0	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
5969	CHANTILLY VA	BASE STR Supercenter	Y	4368 CHANTILLY SHOPPING CENTER	CHANTILLY	VA	20151	50	56	124985	1E	75	292	03/14/2012	0		03/14/2012	7045	7045	7045	7045	6041	0	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
5976	BLAINE MN	BASE STR Supercenter	Y	11505 ULYSSES STNE	BLAINE	MN	55434	80	85	157394	1N	52	422	08/14/2013	0		08/14/2013	6025	6025	6025	6025	6022	0	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
5977	BURNSVILLE MN	BASE STR Supercenter	Y	12200 RIVER RIDGE BLVD	BURNSVILLE	MN	55337	80	85	155592	1N	52	423	10/26/2012	0		10/26/2012	6025	6025	6025	6025	6022	0	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
5979	LINCOLN 3RD CA	BASE STR Nghbrhd Mkt	Y	255 LINCOLN BLVD	LINCOLN	CA	95648	40	42	41478	1O	61	552	09/19/2012	0		09/19/2012	6026	6026	6026	6026	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5980	GRANITE BAY DOUGLAS CA	BASE STR Nghbrhd Mkt	Y	4080 DOUGLAS BLVD	GRANITE BAY	CA	95746	40	42	43196	1O	61	552	09/19/2012	0		09/19/2012	6026	6026	6026	6026	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5981	CARMICHAEL MADISON CA	BASE STR Nghbrhd Mkt	Y	6005 MADISON AVE	CARMICHAEL	CA	95608	40	42	43701	1O	61	552	11/16/2012	0		11/16/2012	6026	6026	6026	6026	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5982	SACRAMENTO MARCONI CA	BASE STR Nghbrhd Mkt	Y	2700 MARCONI AVE	SACRAMENTO	CA	95821	40	42	31005	1O	61	552	09/19/2012	0		09/19/2012	6026	6026	6026	6026	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5987	ROYSE CITY TX	BASE STR Supercenter	Y	494 W. INTERSTATE 30	ROYSE CITY	TX	75189	40	44	152272	1B	5	583	11/11/2015	0		11/11/2015	6036	6036	6036	6036	6005	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
5988	ORLANDO BALDWIN FL	BASE STR Nghbrhd Mkt	Y	2271 N. SEMORAN BLVD	ORLANDO	FL	32807	30	36	41543	1O	72	549	07/16/2014	0		07/16/2014	6020	6020	6020	6020	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
5990	WICHITA AMIDON KS	BASE STR Nghbrhd Mkt	Y	2111 N AMIDON AVE	WICHITA	KS	67203	60	64	35462	1O	65	491	11/02/2011	0		11/02/2011	6035	6035	6035	6035	6008	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
5991	WICHITA SENECA KS	BASE STR Nghbrhd Mkt	Y	3137 S SENECA ST	WICHITA	KS	67207	60	64	35460	1O	65	491	11/02/2011	0		11/02/2011	6035	6035	6035	6035	6008	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
5992	LAKEVILLE MN	BASE STR Supercenter	Y	20710 KEOKUK AVE	LAKEVILLE	MN	55044	80	85	151296	1N	52	423	10/17/2012	0		10/17/2012	6025	6025	6025	6025	6022	0	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
5993	BEAVERTON CORNELL OR	BASE STR Nghbrhd Mkt	Y	17275 NW CORNELL RD	BEAVERTON	OR	97006	50	52	41854	1O	61	550	05/30/2012	0		05/30/2012	6037	6037	6037	6037	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5994	WEST LINN OR	BASE STR Nghbrhd Mkt	Y	19133 WILLAMETTE DR	WEST LINN	OR	97068	50	52	39662	1O	61	550	05/25/2012	0		05/25/2012	6037	6037	6037	6037	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
5996	ESCONDIDO CA	BASE STR Wal-Mart	Y	1330 EAST GRAND AVENUE	ESCONDIDO	CA	92027	30	32	91957	1M	58	459	09/11/2013	0		09/11/2013	7033	7033	7033	7033	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
6078	WYLIE MCMILLIAN TX	BASE STR Nghbrhd Mkt	Y	1400 MCCREARY ROAD	WYLIE	TX	75098	40	44	42276	1O	64	561	01/21/2015	0		01/21/2015	6068	6068	6068	6068	6008	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
6098	MCALLEN E TX	BASE STR Nghbrhd Mkt	Y	800 EAST NOLANA AVE	MCALLEN	TX	78501	30	34	41117	1O	64	528	08/01/2014	0		08/01/2014	6016	6016	6016	6016	6005	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
6159	WESLACO TX	BASE STR Nghbrhd Mkt	Y	1600 S TEXAS BLVD	WESLACO	TX	78596	30	34	41117	1O	64	528	08/27/2014	0		08/27/2014	6016	6016	6016	6016	6005	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
6165	GULFPORT PASS RD MS	BASE STR Nghbrhd Mkt	Y	1733 EAST PASS ROAD	GULFPORT	MS	39507	30	35	41117	1O	72	545	01/13/2016	0		01/13/2016	6011	6011	6011	6011	6005	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
6166	DIBERVILLE MS	BASE STR Nghbrhd Mkt	Y	10290 D'IBERVILLE RD	DIBERVILLE	MS	39540	30	35	41117	1O	64	543	11/05/2014	0		11/05/2014	6011	6011	6011	6011	6005	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
6167	DES PLAINES IL	BASE STR Nghbrhd Mkt	Y	727 W. GOLF ROAD	DES PLAINES	IL	60016	80	85	38666	1O	65	495	08/20/2014	0		08/20/2014	6092	6092	6092	6092	6022	0	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
6170	TULSA HARVARD OK	BASE STR Nghbrhd Mkt	Y	3139 S HARVARD AVE E	TULSA	OK	74135	50	54	38592	1O	65	507	06/11/2014	0		06/11/2014	6094	6094	6094	6094	6008	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
6172	KANSAS CITY ARGENTINE KS	BASE STR Nghbrhd Mkt	Y	2300 METROPOLITAN AVENUE	KANSAS CITY	KS	66106	70	75	41670	1O	65	485	09/10/2014	0		09/10/2014	6035	6035	6035	6035	6008	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
6173	ROBERTSDALE AL	BASE STR Supercenter	Y	21141 STATE HWY 59	ROBERTSDALE	AL	36567	30	35	124331	1A	1	6	09/24/2014	0		09/24/2014	6011	6011	6011	6011	6005	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
6174	SUMMERVILLE BACONS BRIDGE	BASE STR Nghbrhd Mkt	Y	10635 DORCHESTER ROAD	SUMMERVILLE	SC	29485	40	46	41117	1O	59	496	08/05/2015	0		08/05/2015	6040	6040	6040	6040	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
6176	GREENSBORO QUAKER VILLAGE	BASE STR Nghbrhd Mkt	Y	5611 W. FRIENDLY AVENUE	GREENSBORO	NC	27410	50	56	41112	1O	59	509	04/29/2015	0		04/29/2015	6070	6070	6070	6070	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
6177	WESTMINSTER FEDERAL CO	BASE STR Nghbrhd Mkt	Y	7170 N FEDERAL BLVD	WESTMINSTER	CO	80030	70	73	46073	1O	65	490	01/21/2015	0		01/21/2015	6019	6019	6019	6019	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
6178	AURORA COLFAX CO	BASE STR Nghbrhd Mkt	Y	10400 E COLFAX AVENUE	AURORA	CO	80010	70	73	47858	1O	65	490	01/21/2015	0		01/21/2015	6019	6019	6019	6019	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
6190	LABELLE FL	BASE STR Supercenter	Y	1951 W HICKPOCHEE AVE	LABELLE	FL	33935	30	36	152893	1A	11	118	05/11/2016	0		05/11/2016	7038	7038	7038	7038	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
6207	SPRING HILL FL	BASE STR Nghbrhd Mkt	Y	14344 SPRING HILL DRIVE	SPRING HILL	FL	34609	30	36	41117	1O	72	559	01/13/2016	0		01/13/2016	6020	6020	6020	6020	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
6226	VIRGINIA BEACH CENTERVILL	BASE STR Nghbrhd Mkt	Y	1832 KEMPSVILLE ROAD	VIRGINIA BEACH	VA	23464	50	56	41117	1O	59	502	10/15/2014	0		10/15/2014	6023	6023	6023	6023	6041	0	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
6233	CHARLOTTE TRYON NC	BASE STR Nghbrhd Mkt	Y	11530 N TRYON ST	CHARLOTTE	NC	28262	50	56	42311	1O	59	499	11/16/2016	0		11/16/2016	6070	6070	6070	6070	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
6243	CLEMMONS NC	BASE STR Nghbrhd Mkt	Y	3633 CLEMMONS ROAD	CLEMMONS	NC	27012	50	56	41115	1O	59	498	10/14/2015	0		10/14/2015	6070	6070	6070	6070	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
6263	WINSTON SALEM UNIVERSITY	BASE STR Nghbrhd Mkt	Y	5039 UNIVERSITY PKWY	WINSTON SALEM	NC	27106	50	56	41117	1O	59	498	01/28/2015	0		01/28/2015	6070	6070	6070	6070	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
6264	WINSTON SALEM NC	BASE STR Nghbrhd Mkt	Y	180 HARVEY STREET	WINSTON SALEM	NC	27103	50	56	41117	1O	59	498	01/07/2015	0		01/07/2015	6070	6070	6070	6070	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
6284										0	1W	68	715	10/01/2016	0		10/01/2016	7035	7035	7035	7035	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
6286	KILLEEN SW TX	BASE STR Supercenter	Y	3404 WEST STAN SCHLUETER LOOP	KILLEEN	TX	76549	40	44	186924	1B	7	81	04/22/2015	0		04/22/2015	6036	6036	6036	6036	6005	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
